time,angle,velocity,torque,control
3.270000,-2.885672,-0.005095,-0.395108,0.000000
3.280000,-2.885672,-0.001173,-0.104566,0.000000
3.290000,-2.885672,0.001803,-0.070206,0.000000
3.300000,-2.885672,0.001925,-0.077022,0.000000
3.310000,-2.885672,-0.004396,0.498476,0.000000
3.320000,-2.885672,-0.004176,0.009250,0.000000
3.330000,-2.885672,-0.000304,-0.052056,0.000000
3.340000,-2.885672,-0.003395,-0.474045,0.000000
3.350000,-2.885672,-0.000299,-0.544615,0.000000
3.360000,-2.885672,-0.001226,0.322454,0.000000
3.370000,-2.885672,-0.009013,0.250818,0.000000
3.380000,-2.885672,-0.002006,0.137122,0.000000
3.390000,-2.885672,-0.004396,0.064700,0.000000
3.400000,-2.885672,-0.007763,-0.499507,0.000000
3.410000,-2.885672,-0.005513,-0.069894,0.000000
3.420000,-2.885672,-0.012655,-0.301250,0.000000
3.430000,-2.885672,-0.006640,-0.050372,0.000000
3.440000,-2.885672,0.000815,0.349873,0.000000
3.450000,-2.885672,-0.018615,-0.496854,0.000000
3.460000,-2.885672,-0.013187,-0.215385,0.000000
3.470000,-2.885672,-0.017258,-0.556115,0.000000
3.480000,-2.885672,0.002274,0.175121,0.000000
3.490000,-2.885672,0.002064,-0.338462,0.000000
3.500000,-2.885672,-0.004396,0.047180,0.000000
3.510000,-2.885672,-0.008413,-0.338462,0.000000
3.520000,-2.885672,0.004396,-0.094864,0.000000
3.530000,-2.885672,0.003580,0.509763,0.000000
3.540000,-2.885672,-0.000372,0.276923,0.000000
3.550000,-2.885672,0.002488,-0.319901,0.000000
3.560000,-2.885672,-0.004556,-0.327220,0.000000
3.570000,-2.885672,-0.006910,-0.338581,0.000000
3.580000,-2.885672,0.008947,-0.179169,0.000000
3.590000,-2.885672,0.003161,-0.215385,0.000000
3.600000,-2.885672,-0.004396,-0.894045,0.000000
3.610000,-2.885672,-0.002724,-0.325240,0.000000
3.620000,-2.885672,-0.004396,-0.281223,0.000000
3.630000,-2.885672,0.001245,-0.346663,0.000000
3.640000,-2.885672,-0.004396,-0.118423,0.000000
3.650000,-2.885672,-0.008912,0.127311,0.000000
3.660000,-2.885672,-0.004201,0.195326,0.000000
3.670000,-2.885672,0.003455,-0.396706,0.000000
3.680000,-2.885672,-0.003296,-0.261456,0.000000
3.690000,-2.885672,-0.000295,-0.260393,0.000000
3.700000,-2.885672,0.004296,-0.025167,0.000000
3.710000,-2.885672,-0.004396,0.192849,0.000000
3.720000,-2.885672,-0.010247,0.092693,0.000000
3.730000,-2.885672,-0.004396,-0.236802,0.000000
3.740000,-2.885672,-0.012642,-0.223010,0.000000
3.750000,-2.885672,-0.004396,-0.222778,0.000000
3.760000,-2.885672,-0.004396,-0.517476,0.000000
3.770000,-2.885672,-0.005632,0.066345,0.000000
3.780000,-2.885672,0.003348,0.146514,0.000000
3.790000,-2.885672,-0.011050,-0.148924,0.000000
3.800000,-2.885672,0.004396,-0.854180,0.000000
3.810000,-2.885672,-0.016349,-0.141463,0.000000
3.820000,-2.885672,-0.011668,-0.285305,0.000000
3.830000,-2.885672,-0.013187,-0.567948,0.000000
3.840000,-2.885672,-0.001445,-0.258382,0.000000
3.850000,-2.885672,-0.004396,-0.038761,0.000000
3.860000,-2.885672,-0.004981,-0.432837,0.000000
3.870000,-2.885672,-0.004396,-0.121970,0.000000
3.880000,-2.885672,-0.007341,0.009231,0.000000
3.890000,-2.885672,-0.013187,-0.478600,0.000000
3.900000,-2.885672,0.001123,0.242559,0.000000
3.910000,-2.885672,-0.004396,-0.030769,0.000000
3.920000,-2.885672,-0.004396,-0.280487,0.000000
3.930000,-2.885672,0.001966,0.051788,0.000000
3.940000,-2.885672,-0.004396,-0.108454,0.000000
3.950000,-2.885672,-0.004396,-0.613790,0.000000
3.960000,-2.885672,-0.004396,-0.153846,0.000000
3.970000,-2.885672,-0.018807,-0.463879,0.000000
3.980000,-2.885672,0.004379,0.092078,0.000000
3.990000,-2.885672,0.000995,-0.527121,0.000000
4.000000,-2.885672,-0.006930,-0.171588,0.000000
4.010000,-2.885672,-0.017094,-0.278636,0.000000
4.020000,-2.885672,-0.013006,-0.093575,0.000000
4.030000,-2.885672,-0.010422,0.111663,0.000000
4.040000,-2.885672,0.009478,-0.053849,0.000000
4.050000,-2.885672,0.004062,-0.178785,0.000000
4.060000,-2.885672,0.001021,-0.334101,0.000000
4.070000,-2.885672,-0.018899,-0.018591,0.000000
4.080000,-2.885672,-0.004396,0.048349,0.000000
4.090000,-2.885672,-0.000909,-0.178249,0.000000
4.100000,-2.885672,0.004396,0.174816,0.000000
4.110000,-2.885672,-0.004396,-0.052313,0.000000
4.120000,-2.885672,0.000789,-0.212229,0.000000
4.130000,-2.885672,-0.004396,0.171258,0.000000
4.140000,-2.885672,-0.007274,0.093398,0.000000
4.150000,-2.885672,0.012785,-0.031707,0.000000
4.160000,-2.885672,-0.001805,-0.392865,0.000000
4.170000,-2.885672,0.006548,-0.454637,0.000000
4.180000,-2.885672,-0.004396,-0.136119,0.000000
4.190000,-2.885672,-0.004085,-0.516553,0.000000
4.200000,-2.885672,-0.004396,-0.150443,0.000000
4.210000,-2.885672,-0.013155,-0.645708,0.000000
4.220000,-2.885672,-0.013187,-0.251135,0.000000
4.230000,-2.885672,0.000304,-0.252546,0.000000
4.240000,-2.885672,-0.004396,0.071046,0.000000
4.250000,-2.885672,-0.020890,0.238843,0.000000
4.260000,-2.885672,0.002620,-0.227814,0.000000
4.270000,-2.885672,-0.004396,-0.258117,0.000000
4.280000,-2.885672,0.001338,-0.092308,0.000000
4.290000,-2.885672,-0.004396,-0.299495,0.000000
4.300000,-2.885672,-0.008286,0.210421,0.000000
4.310000,-2.885672,-0.008916,-0.120454,0.000000
4.320000,-2.885672,-0.013187,-0.108618,0.000000
4.330000,-2.885672,-0.007219,-0.397757,0.000000
4.340000,-2.885672,-0.012344,-0.795387,0.000000
4.350000,-2.885672,-0.007970,-0.163338,0.000000
4.360000,-2.885672,-0.002178,-0.324055,0.000000
4.370000,-2.885672,-0.004396,0.277168,0.000000
4.380000,-2.885672,-0.009060,0.396849,0.000000
4.390000,-2.885672,-0.004396,-0.170213,0.000000
4.400000,-2.885672,-0.002511,0.307664,0.000000
4.410000,-2.885672,-0.013187,-0.334836,0.000000
4.420000,-2.885672,-0.009738,0.089947,0.000000
4.430000,-2.885672,0.003176,-0.400882,0.000000
4.440000,-2.885672,-0.008959,0.361012,0.000000
4.450000,-2.885672,-0.004396,0.166680,0.000000
4.460000,-2.885672,-0.012312,0.117116,0.000000
4.470000,-2.885672,0.002870,-0.207231,0.000000
